Name,length_words_total,number_of_sentences_total,words_per_sentences_mean,words_per_sentences_std,words_per_sentences_min,words_per_sentences_max,title,creator,identifier,publisher,rights,date,description,Percentaje_Verb_Past,Percentaje_Verb_Present,Percentaje_Verb_Future,Percentaje_Foreign_Words_10000,contributor,title_to_merge,FECHA PUBLICACIÓN,NO. CALIFICACIONES,ENLACE,TÍTULO,SUBTÍTULO,RESEÑA,RECOMENDACIÓN 1,RECOMENDACIÓN 2
" Amir Levine, Rachel Heller   Attached  The New Science of Adult Attachment and How It Can Help You Find   and Keep   Love   Penguin Group USA (2010) ",72407.0,3009.0,24.06,22.77,1.0,920.0,Attached,Amir Levine,9781101475164,"Penguin Group USA, Inc.",Copyright © 2010 by Amir Levine and Rachel Heller,2010-10-20T07:00:00+00:00,"<p>Is there a science to love? <p>In this groundbreaking book, psychiatrist and neuroscientist Amir Levine and psychologist Rachel S. F. Heller reveal how an understanding of attachment theory-the most advanced relationship science in existence today-can help us find and sustain love. Attachment theory forms the basis for many bestselling books on the parent/child relationship, but there has yet to be an accessible guide to what this fascinating science has to tell us about adult romantic relationships-until now.<p>Attachment theory owes its inception to British psychologist and psychoanalyst John Bowlby, who in the 1950s examined the tremendous impact that our early relationships with our parents or caregivers has on the people we become. Also central to attachment theory is the discovery that our need to be in a close relationship with one or more individuals is embedded in our genes.<p>In Attached, Levine and Heller trace how these evolutionary influences continue to shape who...",24.0,44.0,32.0,5.39,,attached,11-05-19,1932,https://www.audible.com/pd/Attached-Audiobook/0593171667?qid=1612132294&sr=1-19&ref=a_search_c3_lProduct_1_19&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=AD6QKA1H8CXB0JW0CVAV,Attached,"
The New Science of Adult Attachment and How It Can Help You Find - and Keep - Love","""A groundbreaking book that redefines what it means to be in a relationship."" (John Gray, PhD., best-selling author of Men Are from Mars, Women Are from Venus)

We already rely on science to tell us what to eat, when to exercise, and how long to sleep. Why not use science to help us improve our relationships? In this revolutionary book, psychiatrist and neuroscientist Dr. Amir Levine and Rachel Heller scientifically explain why some people seem to navigate relationships effortlessly, while others struggle.

Discover how an understanding of adult attachment - the most advanced relationship science in existence today - can help us find and sustain love. Pioneered by psychologist John Bowlby in the 1950s, the field of attachment posits that each of us behaves in relationships in one of three distinct ways:

Anxious people are often preoccupied with their relationships and tend to worry about their partner's ability to love them back  
Avoidant people equate intimacy with a loss of independence and constantly try to minimize closeness.  
Secure people feel comfortable with intimacy and are usually warm and loving.
Attached guides listeners in determining what attachment style they and their mate (or potential mate) follow, offering a road map for building stronger, more fulfilling connections with the people they love.

*Includes a PDF of the attachment style questionnaire

PLEASE NOTE: When you purchase this title, the accompanying PDF will be available in your Audible Library along with the audio.","Very ""self help"" but overall good information
My main complaints about this book are that it's not very inclusive of folks who practice ethical non-monogamy or polyamory. And I disagree with some small parts of what they say. However, the main information in this book is incredibly helpful in all relationships, even if this is focused on romantic and sexual ones. Helped me realize some things about myself, and I will recommend it to others. Essential reading for anyone dating in the modern age.","Wow
I have never written a book review before but this was easily one of the most important books I have ever read. Do not hesitate. Highly recommend!!!"
 Tiffany Jenkins   High Achiever  The Incredible True Story of One Addict’s Double Life Harmony (2019) ,113573.0,6569.0,17.29,11.91,2.0,505.0,High Achiever,Tiffany Jenkins,9780593135969,Potter/Ten Speed/Harmony/Rodale,Copyright © 2017 by Tiffany Jenkins,2019-06-18,"<b>An up-close portrait of the mind of an addict and a life unraveled by narcotics&#8212;a memoir of captivating urgency and surprising humor that puts a human face on the opioid crisis.</b><br><b> <br><b>""Raw, brutal, and shocking. Move over, <i>Orange Is the New Black.</i>""&#8212;Amy Dresner, author of <i>My Fair Junkie</i></b><br></b><br>When word got out<b> </b>that Tiffany Jenkins was withdrawing from opiates on the floor of a jail cell, people in her town were shocked. Not because of the twenty felonies she'd committed, or the nature of her crimes, or even that she'd been captain of the high school cheerleading squad just a few years earlier, but because her boyfriend was a Deputy Sherriff, and his friends&#8212;their friends&#8212;were the ones who'd arrested her.<br> <br>A raw and twisty page-turning memoir that reads like fiction, <i>High Achiever </i>spans Tiffany's life as an active opioid addict, her 120 days in a Florida jail where every officer despised what she'd...",43.0,29.0,28.0,9.95,,highachiev,06-18-19,8239,https://www.audible.com/pd/High-Achiever-Audiobook/0593154592?qid=1612847406&sr=1-76&ref=a_search_c3_lProduct_2_26&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=GES1J346SHT24F5FQ3Q0,High Achiever,"
The Incredible True Story of One Addict's Double Life","An up-close portrait of the mind of an addict and a life unraveled by narcotics - a memoir of captivating urgency and surprising humor that puts a human face on the opioid crisis.

“Raw, brutal, and shocking. Move over, Orange Is the New Black.” (Amy Dresner, author of My Fair Junkie)

When word got out that Tiffany Jenkins was withdrawing from opiates on the floor of a jail cell, people in her town were shocked. Not because of the 20 felonies she’d committed, or the nature of her crimes, or even that she’d been captain of the high school cheerleading squad just a few years earlier, but because her boyfriend was a Deputy Sherriff, and his friends - their friends - were the ones who’d arrested her.

A raw and twisty, pause resisting memoir that sounds like fiction, High Achiever spans Tiffany’s life as an active opioid addict, her 120 days in a Florida jail where every officer despised what she’d done to their brother in blue, and her eventual recovery. With heart-racing urgency and unflinching honesty, Jenkins takes you inside the grips of addiction and the desperate decisions it breeds. She is a born storyteller who lived an incredible story, from blackmail by an ex-boyfriend to a soul-shattering deal with a drug dealer, and her telling brims with suspense and unexpected wit. But the true surprise is her path to recovery. Tiffany breaks through the stigma and silence to offer hope and in","Absolute Best Must Read Book 
This book is a must read for everyone because drugs affect every person's life one way or another and regardless of whether you're someone who is judgemental toward addicts, the parent/spouse/friend of an addict, or if you're going through the daily struggle battling addiction yourself...THIS BOOK IS FOR ALL OF US! It is an amazing page turner and you will laugh, cry and walk away with a better understanding that we are all just human beings that make mistakes but that can overcome them! Thank you for being such a brave inspiration Tiffany Jenkins!","Highly inspirational !
The audio version of this book is incredible! Having the author narrate makes the experience more meaningful. Tiffany has a unique down to earth personality and listening to her tell her story in her own voice was quite moving. While based largely on her substance abuse and the path of destruction it took her on this book is for everyone not just those in recovery. She addresses the life events that prompted her into stepping into the world of alcohol and substance abuse, which include depression and anxiety. The author inspires the reader to get out of their comfort zones and embrace their awkwardness!! I highly recommend this book!"
" (1) Don Miguel Ruiz   The Four Agreements Amber Allen Publishing, Incorporated (2018) ",30089.0,1564.0,19.24,12.44,2.0,195.0,The Four Agreements,Don Miguel Ruiz,f8d75dba-25d5-4353-ba42-666fc27e9108,Amber-Allen Publishing,"Copyright &#x00A9; 1997 by Miguel Angel Ruiz, M.D.",1996-12-31T17:00:00+00:00,"In The Four Agreements, don Miguel Ruiz reveals the source of self-limiting agreements that rob people of joy and create needless suffering. Based on ancient Toltec wisdom, the Four Agreements offer a powerful code of conduct that can rapidly transform anyone's life to a new experience of freedom, true happiness, and love. These agreements are deceptively simple: Be impeccable with your word (speak with integrity; say only what you mean); Don't take anything personally (nothing others do is because of you); Don't make assumptions (find the courage to ask questions and express what you really want); Always do your best (and you will avoid self-judgment, self-abuse, and regret). Peter Coyote's resonant reading emphasizes the power in these remarkable tenets.<br>(source: Anobii.com)<br>",12.0,55.0,33.0,11.3,calibre (3.39.1) [https://calibre-ebook.com],thefouragr,01-27-05,32421,https://www.audible.com/pd/The-Four-Agreements-Audiobook/B002VA3GJO?qid=1612859117&sr=1-14&ref=a_search_c3_lProduct_1_14&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=MT473S77XHKEE52ARRND,The Four Agreements,,"In The Four Agreements, don Miguel Ruiz reveals the source of self-limiting beliefs that rob us of joy and create needless suffering. Based on ancient Toltec wisdom, the The Four Agreements offer a powerful code of conduct that can rapidly transform our lives to a new experience of freedom, true happiness, and love.
Don Miguel Ruiz has dedicated his life to sharing the wisdom of the ancient Toltec. For more than two decades, he has guided others toward their personal freedom. Today, he continues to combine his unique blend of ancient wisdom and modern-day awareness through journeys to sacred sites around the world.

","a refresher
I couldn't finish this. you don't learn anything new. I found that at best, its a reminder on what to always keep in mind. But its all common sense things anyone with a little bit of empathy a desire to communicate, connect and be heard already knows. If you find yourself struggling, its a good listen, to remind you of how to be you, and how to be good for the world and how to be someone who can take in the good.","Incredible!!!
When I first started listening to this, I almost turned it off because it seemed way too ""new age"" (i.e., spiritual nonsense) for me. I am SO glad I didn't. After the first 2 minutes or so, this book is great. I think this book may have totally changed the way I look at the world. Basically, the author says life is a dream and the way you look at the world will determine if it is a nightmare or an incredible dream. However, rather than using nebulous clich?s like ?just think positive? or ?think big?, he explains how to do it in a much better way than I have ever heard. Some of it you need to take into context, in that, some of what he says might be interpreted as ?I can do no wrong? and ?the rest of the world is messed up but not me?. However, he really says don't beat yourself up over mistakes and just learn from them and move on. Also, he says that people can be way too judgmental (for various reasons which he explains) and you need to be cognizant of this before you accept what they say. Anyway, BUY THIS AUDIOBOOK!!! It is cheap and it could drastically change the way you look at the world. As an added bonus, Peter Coyote, the narrator, is excellent."
 Steven Kotler   The Art of Impossible Harper Wave (2020) ,106259.0,5429.0,19.57,26.07,1.0,904.0,The Art of Impossible,Steven Kotler,9780062977526,Harper Wave,All rights reserved,2020-11-02,"<p><strong>Bestselling author and peak performance expert Steven Kotler decodes the secrets of those elite performers&#8212;athletes, artists, scientists, CEOs and more&#8212;who have changed our definition of the possible, teaching us how we too can stretch far beyond our capabilities, making impossible dreams much more attainable for all of us.</strong><br/>What does it take to accomplish the impossible? What does it take to shatter our limitations, exceed our expectations, and turn our biggest dreams into our most recent achievements? </p><p>We are capable of so much more than we know&#8212;that's the message at the core of The Art of Impossible. Building upon cutting-edge neuroscience and over twenty years of research, bestselling author, peak performance expert and Executive Director of the Flow Research Collective, Steven Kotler lays out a blueprint for extreme performance improvement. If you want to aim high, here is the playbook to make it happen!</p><p>Inspirational and...",20.0,51.0,29.0,6.31,,theartofim,01-19-21,129,https://www.audible.com/pd/The-Art-of-Impossible-Audiobook/0062977547?qid=1612837512&sr=1-21&ref=a_search_c3_lProduct_1_21&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=5KYE91TDTG8WN45DCKWP,The Art of Impossible,"
A Peak Performance Primer","Best-selling author and peak performance expert Steven Kotler decodes the secrets of those elite performers - athletes, artists, scientists, CEOs, and more - who have changed our definition of the possible, teaching us how we too can stretch far beyond our capabilities, making impossible dreams much more attainable for all of us.

What does it take to accomplish the impossible? What does it take to shatter our limitations, exceed our expectations, and turn our biggest dreams into our most recent achievements? We are capable of so much more than we know - that’s the message at the core of The Art of Impossible. 

Building upon cutting-edge neuroscience and more than 20 years of research, best-selling author, peak performance expert and executive director of the Flow Research Collective, Steven Kotler lays out a blueprint for extreme performance improvement. If you want to aim high, here is the playbook to make it happen!

Inspirational and aspirational, pragmatic and accessible, The Art of Impossible is a life-changing experience disguised as a how-to manual for peak performance that anyone can use to shoot for the stars...space suit not included. ","The power of this book is IMMENSE. One of a kind.
I own a ton of self-development books and books on performance. I can honestly say that this is the most powerful and moving among them. After picking my jaw up off the floor multiple times, I stopped listening and came here to write this review. This book in powerful in ways that have to be experienced firsthand, and it is amazing to get the feeling that the mind behind this book, has lived and practiced its contents to be able to write such a compelling and powerful guide as this one. Some books are meant to be read and appreciated. Others are meant to be lived. If you're the kind of person who realizes that there is more within you, a higher version of yourself, more potential that has thus far gone untapped, this is the right book. Thankfully it is not -- at all -- about ""rah rah"" platitudes or empty motivational boilerplate. It's a deep, thoughtful look at what superior performance is and how to live it. I was on the fence about whether to buy yet another book on performance, and I'm glad I did. This is a book that forces you to grow, expand, improve, and to think differently. Who knew that the self-development genre still had space within it for innovation and powerful and enlightening perspectives?","Super insightful last few chapters
I came directly to this book from Mapping Cloud Nine, and my only wish is that Steven Kotler narrated it himself bc I love feeling his excitement through his energetic style of speaking. Some of the book was repetitive from his others (but that’s bound to happen when talking about flow from SK); however, I found the last few chapters to be super insightful, in-depth, and practical. I took more notes in the last 3 chapters than I did the rest of the book combined."
" Malcolm Gladwell   David and Goliath  Underdogs, Misfits, and the Art of Battling Giants Little, Brown and Company (2013) ",96303.0,4612.0,20.88,16.61,2.0,207.0,David and Goliath,Malcolm Gladwell,9780316204385,"Little, Brown and Company",Copyright © 2013 by Malcolm Gladwell,2013-10-01,"<p><b>Malcolm Gladwell, the #1 bestselling author of <i>The Tipping Point, Blink, Outliers, </i>and <i>What the Dog Saw,</i> offers his most provocative&#8212;and dazzling&#8212;book yet.</b><br><br>Three thousand years ago on a battlefield in ancient Palestine , a shepherd boy felled a mighty warrior with nothing more than a pebble and a sling-and ever since then the names of David and Goliath have stood for battles between underdogs and giants. David's victory was improbable and miraculous. He <i>shouldn't </i>have won. <br><br>Or should he? <br><br>In <i>David and Goliath</i>, Malcolm Gladwell<i> </i>challenges how we think about obstacles and disadvantages-offering a new interpretation of what it means to be discriminated against, or cope with a disability, or lose a parent, or attend a mediocre school, or suffer from any number of other apparent setbacks.<br><br>Gladwell begins with the <i>real</i> story of what happened between the giant and the shepherd boy those many years...",40.0,34.0,26.0,11.63,,davidandgo,2000-01-13,20544,https://www.audible.com/pd/David-and-Goliath-Audiobook/B00EKQO0AG?qid=1612847406&sr=1-77&ref=a_search_c3_lProduct_2_27&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=GES1J346SHT24F5FQ3Q0,David and Goliath,"
Underdogs, Misfits, and the Art of Battling Giants","Malcolm Gladwell, the number-one best-selling author of The Tipping Point, Blink, Outliers, and What the Dog Saw, offers his most provocative - and dazzling - book yet. 

Three thousand years ago, on a battlefield in ancient Palestine, a shepherd boy felled a mighty warrior with nothing more than a stone and a sling, and ever since then the names of David and Goliath have stood for battles between underdogs and giants. David's victory was improbable and miraculous. He shouldn't have won. 

Or should he have? 

In David and Goliath, Malcolm Gladwell challenges how we think about obstacles and disadvantages, offering a new interpretation of what it means to be discriminated against, or cope with a disability, or lose a parent, or attend a mediocre school, or suffer from any number of other apparent setbacks. 

Gladwell begins with the real story of what happened between the giant and the shepherd boy those many years ago. From there, David and Goliath examines Northern Ireland's Troubles, the minds of cancer researchers and civil rights leaders, murder and the high costs of revenge, and the dynamics of successful and unsuccessful classrooms - all to demonstrate how much of what is beautiful and important in the world arises from what looks like suffering and adversity. 

In the tradition of Gladwell's previous best sellers, David and Goliath draws upon history, psychology, and powerful storytelling to reshape the way we think about the world around us.","The Art of (Unconventional) War
Every few years, Malcolm Gladwell publishes a fascinating, engaging book on an overarching sociological concept. He started in 2000 with ""The Tipping Point: How Little Things Can Make a Big Difference,"" defining that point as ""the moment of critical mass, the threshold, the boiling point."" Gladwell isn't creating trends, as the subjects of his 2008 book ""Outliers: The Story of Success"" do. Gladwell, after extensive research, gives the concepts names and stories everyone can understand.

""David and Goliath: Underdogs, Misfits, and the Art of Battling Giants"" (2013) is a collection of stories about people who do things differently, either because they are different or because they have no choice but to ignore 'conventional wisdom' to fight and win. Gladwell provides many examples of underdogs using unconventional warfare: Irish Catholics; a girl's under 12 basketball coached by a dad who'd never played the game; The Reverend Dr. Martin Luther King and the American Civil Rights Movement . . .

By illustration, Gladwell tells the story of Emil Freireich, an oncologist and an incredible social misfit in the pediatric oncology ward he worked in. Dr. Freireich's inability to let emotions into his work - and his ability to think beyond common practices - made him instrumental in finding cures for childhood leukemia. Hundreds of thousands of people owe their lives to a man with the bedside manner of a gruff truck driver who has had one too many coffees and still has five hundred miles to go before the sun rises again.

Gladwell also points out the loss that can happen when someone tries to fit in the wrong place and wrong time. He illustrates that concept using a woman who went to an Ivy League university and lost her passion for science among all the 'big fish' in the competitive shark classes. If she'd gone to a state university, which actually had more qualified, published professors, she would be living her dream now. I have two teenagers, and that resonated with me. My oldest, inculcated by the mantra of 'you must get into A Good College', wonders if I know what I'm talking about when I tell him I want him to find a school that's good for him. Now I've got backup.

Gladwell's books are occasionally fiercely criticized by the scientific community, because they are too general; or because someone believes he has misinterpreted studies and data. Those are valid points, but Gladwell isn't writing a peer reviewed article for publication in ""Evolutionary Behavioral Science"". He's writing for everyone, not just PhD's and MD's, and he's writing to start a conversation, not answer all questions.

I've heard Gladwell in interviews, but this is the first Audible Gladwell book I've listened to. (I have the rest of in hardback, and my favorite is 2005's ""Blink: The Power of Thinking Without Thinking."") Gladwell is a great narrator.

The Audible comes with a PDF file with a photo Gladwell discusses extensively in the book; charts and graphs; and footnotes.","Listen with a Critical Ear
Would you try another book from Malcolm Gladwell and/or Malcolm Gladwell?

Malcolm Gladwell always finds interesting anecdotes and back stories to entertain the reader and provoke thought. I don't always agree with his conclusions, but the least of his writings are still pretty good.

"
 Robert Kolker   Hidden Valley Road  Inside the Mind of an American Family Knopf Doubleday Publishing Group (2020) ,148962.0,6232.0,23.9,17.09,2.0,429.0,Hidden Valley Road,Robert Kolker,9780385543774,Knopf Doubleday Publishing Group,Copyright © 2020 by Robert Kolker,2020-04-07,"<b>The heartrending story of a midcentury American family with twelve children, six of them diagnosed with schizophrenia, that became science's great hope in the quest to understand the disease.</b><br>Don and Mimi Galvin seemed to be living the American dream. After World War II, Don's work with the Air Force brought them to Colorado, where their twelve children perfectly spanned the baby boom: the oldest born in 1945, the youngest in 1965. In those years, there was an established script for a family like the Galvins&#8212;aspiration, hard work, upward mobility, domestic harmony&#8212;and they worked hard to play their parts. But behind the scenes was a different story: psychological breakdown, sudden shocking violence, hidden abuse. By the mid-1970s, six of the ten Galvin boys, one after the other, were diagnosed as schizophrenic. How could all this happen to one family?<br> What took place inside the house on Hidden Valley Road was so extraordinary that the Galvins became one...",50.0,23.0,27.0,13.02,,hiddenvall,04-07-20,"3,632",https://www.audible.com/pd/Hidden-Valley-Road-Audiobook/0593208323?qid=1612837512&sr=1-43&ref=a_search_c3_lProduct_1_43&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=5KYE91TDTG8WN45DCKWP,Hidden Valley Road,"
Inside the Mind of an American Family","The heartrending story of a midcentury American family with 12 children, six of them diagnosed with schizophrenia, that became science's great hope in the quest to understand the disease.

Don and Mimi Galvin seemed to be living the American dream. After World War II, Don's work with the Air Force brought them to Colorado, where their 12 children perfectly spanned the baby boom: the oldest born in 1945, the youngest in 1965. In those years, there was an established script for a family like the Galvins - aspiration, hard work, upward mobility, domestic harmony - and they worked hard to play their parts. But behind the scenes was a different story: psychological breakdown, sudden shocking violence, hidden abuse. By the mid-1970s, six of the 10 Galvin boys, one after another, were diagnosed as schizophrenic. How could all this happen to one family? 

What took place inside the house on Hidden Valley Road was so extraordinary that the Galvins became one of the first families to be studied by the National Institute of Mental Health. Their story offers a shadow history of the science of schizophrenia, from the era of institutionalization, lobotomy, and the schizophrenogenic mother to the search for genetic markers for the disease, always amid profound disagreements about the nature of the illness itself. And unbeknownst to the Galvins, samples of their DNA informed decades of genetic research that continues today, offering paths to treatment, prediction, and even eradication of the disease for future generations. 

With clarity and compassion, best-selling and award-winning author Robert Kolker uncovers one family's unforgettable legacy of suffering, love, and hope.

","A story you've never heard before
I was fascinated by the study of Schizophrenia and how it intersected with one family. I didn't appreciate how misunderstood the disease was (and still is...) and how treatment can be as bad as the disease itself. The family at the heart of the story is full of secrets, trauma, and denial while also demonstrating tremendous amounts of love, loyalty, and acceptance. I listened to the whole thing in 2 days! A warning: Some content is difficult to listen to so be wary if you are triggered by descriptions of violence or serial abuse","I could not stop listening
An outstanding book and really like nothing I’ve ever read. The story of the family was intriguing but also the clinical info was so informative . You won’t be disappointed!

"
 Gary John Bishop   Unfu k Yourself  Get Out of Your Head and into Your Life HarperOne (2017) ,33592.0,1804.0,18.62,12.43,2.0,111.0,Unfu*k Yourself: Get out of your head and into your life,Gary John Bishop,B01M8LUTO2,,,2016-10-21T22:00:00+00:00,,14.0,50.0,36.0,4.17,calibre (2.74.0) [https://calibre-ebook.com],unfu*kyour,08-01-17,70691,https://www.audible.com/pd/Unfu-k-Yourself-Audiobook/B0731R4RFX?qid=1612859117&sr=1-15&ref=a_search_c3_lProduct_1_15&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=MT473S77XHKEE52ARRND,Unfu*k Yourself,Get Out of Your Head and into Your Life,"Joining the ranks of The Life-Changing Magic of Not Giving a F*ck, The Subtle Art of Not Giving a F*ck, You Are a Badass, and F*ck Feelings is this refreshing, BS-free self-empowerment guide that offers an honest, no-nonsense, tough-love approach to help you move past self-imposed limitations. 

Are you tired of feeling f*cked up? If you are, Gary John Bishop has the answer. In this straightforward handbook, he gives you the tools and advice you need to demolish the slag weighing you down and become the truly unf*cked version of yourself. ""Wake up to the miracle you are,"" he directs. ""Here's what you've forgotten: You're a f*cking miracle of being."" It isn't other people that are standing in your way; it isn't even your circumstances that are blocking your ability to thrive. It's yourself and the negative self-talk you keep telling yourself. 

In Unf*ck Yourself, Bishop leads you through a series of seven assertions: 

I am willing 
I am wired to win 
I got this 
I embrace the uncertainty 
I am not my thoughts; I am what I do 
I am relentless 
I expect nothing and accept everything 
Lead the life you were meant to have - Unf*ck Yourself. ","Worst BooK Ever - Don't waste your time or money!
Was this supposed to motivate me? Help Me? This is the same old crap from a different writer. The author starts off as saying that this book is like no other, No positive thinking will be used since it doesn't work - yet that's exactly what he does during the entire book. Change your thoughts to positive. Catchy title, crappy book. All this stuff is better said in different books. The narrator performance maybe is what made the book worse. I just could not stand the Irish accent on this book. I'm really not sure if it was the reading of the book by the author or the actual content of the book that was worse. I might have enjoyed it a bit more if a different narrator read the book. Paying somebody and extra 100 bucks to read the book might have been better in sales.","If you dream of money, fancy cars and a beautiful supermodel wife...
If you dream of money, fancy cars and a beautiful supermodel wife and need someone to say “just do it” for a couple of hours this might be the book for you..."
" Christian, Brian  Griffiths, Tom   Algorithms to Live By  The Computer Science of Human Decisions Henry Holt and Co. (2016) ",171990.0,6218.0,27.66,21.5,2.0,422.0,Algorithms to Live By: The Computer Science of Human Decisions,Brian Christian,9781627790376,Henry Holt and Co.,All rights reserved,2016-04-19T06:00:00+00:00,,22.0,48.0,30.0,12.04,calibre (2.55.0) [http://calibre-ebook.com],algorithms,2016,14.664,https://www.audible.com/pd/Algorithms-to-Live-By-Audiobook/B01D24NLWO?qid=1612131675&sr=1-3&ref=a_search_c3_lProduct_1_3&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=7MWSNZP95GVC9TPAPWJV,Algorithms to Live By,The Computer Science of Human Decisions,"A fascinating exploration of how computer algorithms can be applied to our everyday lives, helping to solve common decision-making problems and illuminate the workings of the human mind

All our lives are constrained by limited space and time, limits that give rise to a particular set of problems. What should we do, or leave undone, in a day or a lifetime? How much messiness should we accept? What balance of new activities and familiar favorites is the most fulfilling? These may seem like uniquely human quandaries, but they are not: computers, too, face the same constraints, so computer scientists have been grappling with their version of such problems for decades. And the solutions they've found have much to teach us.

In a dazzlingly interdisciplinary work, acclaimed author Brian Christian (who holds degrees in computer science, philosophy, and poetry, and works at the intersection of all three) and Tom Griffiths (a UC Berkeley professor of cognitive science and psychology) show how the simple, precise algorithms used by computers can also untangle very human questions. They explain how to have better hunches and when to leave things to chance, how to deal with overwhelming choices and how best to connect with others. From finding a spouse to finding a parking spot, from organizing one's inbox to understanding the workings of human memory, Algorithms to Live By transforms the wisdom of computer science into strategies for human living.","Loved this book!
The authors take us on an easy-to-understand grand tour of the science of computer algorithms — stopping, sorting, caching, predicting, game theory, and much more — and then do a marvelous job of explaining The application of these algorithms to the most mundane problems of everyday human experience — parking, dating, remembering, playing poker, etc. A tour de force! I enjoyed it greatly, and recommended it to several friends.","diamonds among the brickwork
I persevered to the end and I'm glad that I did. This is definitely a book for people who understand computers and math, which is not my strong suit. However, what i could understand was very interesting and gave me many points to think about regarding human interactions."
" Gary Vaynerchuk   Crushing It!  How Great Entrepreneurs Build Their Business and Influence and How You Can, Too HarperBusiness (2018) ",93375.0,4139.0,22.56,15.15,1.0,138.0,Crushing It!  EPB,Gary Vaynerchuk,9780062674692,HarperCollins,,2018-01-30,,27.0,41.0,32.0,5.78,,crushingit,2018,12.612,https://www.audible.com/pd/Crushing-It-Audiobook/B0783R9DPV?qid=1612131675&sr=1-11&ref=a_search_c3_lProduct_1_11&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=7MWSNZP95GVC9TPAPWJ,Crushing It!,"
How Great Entrepreneurs Build Their Business and Influence-and How You Can, Too","Four-time New York Times best-selling author Gary Vaynerchuk offers new lessons and inspiration drawn from the experiences of dozens of influencers and entrepreneurs who rejected the predictable corporate path in favor of pursuing their dreams by building thriving businesses and extraordinary personal brands.

In his 2009 international best seller Crush It, Gary insisted that a vibrant personal brand was crucial to entrepreneurial success. In Crushing It! Gary explains why that's even more true today, offering his unique perspective on what has changed and what principles remain timeless. He also shares stories from other entrepreneurs who have grown wealthier - and not just financially - than they ever imagined possible by following Crush It principles. The secret to their success (and Gary's) has everything to do with their understanding of the social media platforms and their willingness to do whatever it took to make these tools work to their utmost potential. That's what Crushing It! teaches listeners to do.

In this lively, practical, and inspiring audiobook, Gary dissects every current major social media platform so that anyone, from a plumber to a professional ice skater, will know exactly how to amplify his or her personal brand on each. He offers both theoretical and tactical advice on how to become the biggest thing on old standbys like Twitter, Facebook, YouTube, Instagram, Pinterest, and Snapchat; podcast platforms like Spotify, Soundcloud, iHeartRadio, and iTunes; and other emerging platforms such as Musical.ly. For those with more experience, Crushing It! illuminates some little-known nuances and provides innovative tips and clever tweaks proven to enhance more common tried-and-true strategies.

Crushing It! is a state-of-the-art guide to building your own path to professional and financial success, but it's not about getting rich. It's a blueprint to living life on your own terms.","Modern Blueprint for the Wantrepreneur
This book might not get you rich in dolla dolla bills y’all but it will guide you on how to turn the power and reach of the internet/social media into your greatest asset. If you fantasize about putting yourself out there for the world to see but you’re stuck on how to go about it or market yourself or become your own brand Just. Get. The. Damn. Book. Like Gary says in the conclusion: it’s the last “business book” you’ll ever need. It’s up to us to take action beyond his words.",
